"year","state","month","number","date"
2002,"Espirito Santo","Novembro",22,2002-01-01
2003,"Espirito Santo","Novembro",49,2003-01-01
2004,"Espirito Santo","Novembro",42,2004-01-01
2005,"Espirito Santo","Novembro",0,2005-01-01
2006,"Espirito Santo","Novembro",0,2006-01-01
2007,"Espirito Santo","Novembro",112,2007-01-01
2008,"Espirito Santo","Novembro",3,2008-01-01
2009,"Espirito Santo","Novembro",18,2009-01-01
2010,"Espirito Santo","Novembro",3,2010-01-01
2011,"Espirito Santo","Novembro",6,2011-01-01
2012,"Espirito Santo","Novembro",7,2012-01-01
2013,"Espirito Santo","Novembro",11,2013-01-01
2014,"Espirito Santo","Novembro",20,2014-01-01
2015,"Espirito Santo","Novembro",141,2015-01-01
2016,"Espirito Santo","Novembro",8,2016-01-01
2017,"Espirito Santo","Novembro",3,2017-01-01
1998,"Espirito Santo","Dezembro",5,1998-01-01
1999,"Espirito Santo","Dezembro",0,1999-01-01
2000,"Espirito Santo","Dezembro",3,2000-01-01
2001,"Espirito Santo","Dezembro",1,2001-01-01
2002,"Espirito Santo","Dezembro",12,2002-01-01
2003,"Espirito Santo","Dezembro",18,2003-01-01
2004,"Espirito Santo","Dezembro",9,2004-01-01
2005,"Espirito Santo","Dezembro",5,2005-01-01
2006,"Espirito Santo","Dezembro",0,2006-01-01
2007,"Espirito Santo","Dezembro",14,2007-01-01
2008,"Espirito Santo","Dezembro",1,2008-01-01
2009,"Espirito Santo","Dezembro",32,2009-01-01
2010,"Espirito Santo","Dezembro",10,2010-01-01
2011,"Espirito Santo","Dezembro",1,2011-01-01
2012,"Espirito Santo","Dezembro",18,2012-01-01
2013,"Espirito Santo","Dezembro",9,2013-01-01
2014,"Espirito Santo","Dezembro",28,2014-01-01
2015,"Espirito Santo","Dezembro",61,2015-01-01
2016,"Espirito Santo","Dezembro",12,2016-01-01
1998,"Goias","Janeiro",0,1998-01-01
1999,"Goias","Janeiro",14,1999-01-01
2000,"Goias","Janeiro",10,2000-01-01
2001,"Goias","Janeiro",29,2001-01-01
2002,"Goias","Janeiro",12,2002-01-01
2003,"Goias","Janeiro",14,2003-01-01
2004,"Goias","Janeiro",10,2004-01-01
2005,"Goias","Janeiro",27,2005-01-01
2006,"Goias","Janeiro",85,2006-01-01
2007,"Goias","Janeiro",28,2007-01-01
2008,"Goias","Janeiro",23,2008-01-01
2009,"Goias","Janeiro",30,2009-01-01
2010,"Goias","Janeiro",59,2010-01-01
2011,"Goias","Janeiro",39,2011-01-01
2012,"Goias","Janeiro",21,2012-01-01
2013,"Goias","Janeiro",33,2013-01-01
2014,"Goias","Janeiro",80,2014-01-01
2015,"Goias","Janeiro",118,2015-01-01
2016,"Goias","Janeiro",52,2016-01-01
2017,"Goias","Janeiro",53,2017-01-01
1998,"Goias","Fevereiro",0,1998-01-01
1999,"Goias","Fevereiro",334,1999-01-01
2000,"Goias","Fevereiro",11,2000-01-01
2001,"Goias","Fevereiro",9,2001-01-01
2002,"Goias","Fevereiro",9,2002-01-01
2003,"Goias","Fevereiro",47,2003-01-01
2004,"Goias","Fevereiro",11,2004-01-01
2005,"Goias","Fevereiro",84,2005-01-01
2006,"Goias","Fevereiro",21,2006-01-01
2007,"Goias","Fevereiro",13,2007-01-01
2008,"Goias","Fevereiro",25,2008-01-01
2009,"Goias","Fevereiro",29,2009-01-01
2010,"Goias","Fevereiro",86,2010-01-01
2011,"Goias","Fevereiro",45,2011-01-01
2012,"Goias","Fevereiro",37,2012-01-01
2013,"Goias","Fevereiro",86,2013-01-01
2014,"Goias","Fevereiro",44,2014-01-01
2015,"Goias","Fevereiro",53,2015-01-01
2016,"Goias","Fevereiro",117,2016-01-01
2017,"Goias","Fevereiro",75,2017-01-01
1998,"Goias","Março",0,1998-01-01
1999,"Goias","Março",1,1999-01-01
2000,"Goias","Março",4,2000-01-01
2001,"Goias","Março",10,2001-01-01
2002,"Goias","Março",48,2002-01-01
2003,"Goias","Março",29,2003-01-01
2004,"Goias","Março",36,2004-01-01
2005,"Goias","Março",36,2005-01-01
2006,"Goias","Março",29,2006-01-01
2007,"Goias","Março",49,2007-01-01
2008,"Goias","Março",20,2008-01-01
2009,"Goias","Março",32,2009-01-01
2010,"Goias","Março",65,2010-01-01
2011,"Goias","Março",19,2011-01-01
2012,"Goias","Março",57,2012-01-01
2013,"Goias","Março",79,2013-01-01
2014,"Goias","Março",80,2014-01-01
2015,"Goias","Março",76,2015-01-01
2016,"Goias","Março",136,2016-01-01
2017,"Goias","Março",115,2017-01-01
1998,"Goias","Abril",0,1998-01-01
1999,"Goias","Abril",25,1999-01-01
2000,"Goias","Abril",16,2000-01-01
2001,"Goias","Abril",49,2001-01-01
2002,"Goias","Abril",78,2002-01-01
2003,"Goias","Abril",87,2003-01-01
2004,"Goias","Abril",32,2004-01-01
2005,"Goias","Abril",55,2005-01-01
2006,"Goias","Abril",22,2006-01-01
2007,"Goias","Abril",17,2007-01-01
2008,"Goias","Abril",36,2008-01-01
2009,"Goias","Abril",11,2009-01-01
2010,"Goias","Abril",105,2010-01-01
2011,"Goias","Abril",71,2011-01-01
2012,"Goias","Abril",89,2012-01-01
2013,"Goias","Abril",42,2013-01-01
2014,"Goias","Abril",138,2014-01-01
2015,"Goias","Abril",89,2015-01-01
2016,"Goias","Abril",167,2016-01-01
2017,"Goias","Abril",60,2017-01-01
1998,"Goias","Maio",0,1998-01-01
1999,"Goias","Maio",99,1999-01-01
2000,"Goias","Maio",58,2000-01-01
2001,"Goias","Maio",85,2001-01-01
2002,"Goias","Maio",171,2002-01-01
2003,"Goias","Maio",57,2003-01-01
2004,"Goias","Maio",157,2004-01-01
2005,"Goias","Maio",164,2005-01-01
2006,"Goias","Maio",33,2006-01-01
2007,"Goias","Maio",94,2007-01-01
2008,"Goias","Maio",41,2008-01-01
2009,"Goias","Maio",104,2009-01-01
2010,"Goias","Maio",239,2010-01-01
2011,"Goias","Maio",136,2011-01-01
2012,"Goias","Maio",103,2012-01-01
2013,"Goias","Maio",150,2013-01-01
2014,"Goias","Maio",210,2014-01-01
2015,"Goias","Maio",129,2015-01-01
2016,"Goias","Maio",233,2016-01-01
2017,"Goias","Maio",135,2017-01-01
1998,"Goias","Junho",172,1998-01-01
1999,"Goias","Junho",250,1999-01-01
2000,"Goias","Junho",222,2000-01-01
2001,"Goias","Junho",212,2001-01-01
2002,"Goias","Junho",302,2002-01-01
2003,"Goias","Junho",321,2003-01-01
2004,"Goias","Junho",422,2004-01-01
2005,"Goias","Junho",189,2005-01-01
2006,"Goias","Junho",70,2006-01-01
2007,"Goias","Junho",186,2007-01-01
2008,"Goias","Junho",55,2008-01-01
2009,"Goias","Junho",179,2009-01-01
2010,"Goias","Junho",278,2010-01-01
2011,"Goias","Junho",314,2011-01-01
2012,"Goias","Junho",245,2012-01-01
2013,"Goias","Junho",192,2013-01-01
2014,"Goias","Junho",318,2014-01-01
2015,"Goias","Junho",277,2015-01-01
2016,"Goias","Junho",289,2016-01-01
2017,"Goias","Junho",442,2017-01-01
1998,"Goias","Julho",512,1998-01-01
1999,"Goias","Julho",311,1999-01-01
2000,"Goias","Julho",332,2000-01-01
2001,"Goias","Julho",371,2001-01-01
2002,"Goias","Julho",686,2002-01-01
2003,"Goias","Julho",322,2003-01-01
2004,"Goias","Julho",778,2004-01-01
2005,"Goias","Julho",363,2005-01-01
2006,"Goias","Julho",169,2006-01-01
2007,"Goias","Julho",399,2007-01-01
2008,"Goias","Julho",193,2008-01-01
2009,"Goias","Julho",470,2009-01-01
2010,"Goias","Julho",941,2010-01-01
2011,"Goias","Julho",607,2011-01-01
2012,"Goias","Julho",564,2012-01-01
2013,"Goias","Julho",350,2013-01-01
2014,"Goias","Julho",446,2014-01-01
2015,"Goias","Julho",347,2015-01-01
2016,"Goias","Julho",837,2016-01-01
2017,"Goias","Julho",577,2017-01-01
1998,"Goias","Agosto",2.218,1998-01-01
1999,"Goias","Agosto",1.198,1999-01-01
2000,"Goias","Agosto",925,2000-01-01
2001,"Goias","Agosto",787,2001-01-01
2002,"Goias","Agosto",1.428,2002-01-01
2003,"Goias","Agosto",902,2003-01-01
2004,"Goias","Agosto",1.498,2004-01-01
2005,"Goias","Agosto",639,2005-01-01
2006,"Goias","Agosto",588,2006-01-01
2007,"Goias","Agosto",2.382,2007-01-01
2008,"Goias","Agosto",568,2008-01-01
2009,"Goias","Agosto",647,2009-01-01
2010,"Goias","Agosto",2.914,2010-01-01
2011,"Goias","Agosto",1.613,2011-01-01
2012,"Goias","Agosto",912,2012-01-01
2013,"Goias","Agosto",488,2013-01-01
2014,"Goias","Agosto",1.255,2014-01-01
2015,"Goias","Agosto",943,2015-01-01
2016,"Goias","Agosto",1.032,2016-01-01
2017,"Goias","Agosto",1.492,2017-01-01
1998,"Goias","Setembro",2.867,1998-01-01
1999,"Goias","Setembro",1.898,1999-01-01
2000,"Goias","Setembro",1.293,2000-01-01
2001,"Goias","Setembro",1.863,2001-01-01
2002,"Goias","Setembro",3.52,2002-01-01
2003,"Goias","Setembro",1.662,2003-01-01
2004,"Goias","Setembro",2.965,2004-01-01
2005,"Goias","Setembro",1.341,2005-01-01
2006,"Goias","Setembro",1.463,2006-01-01
2007,"Goias","Setembro",3.745,2007-01-01
2008,"Goias","Setembro",1.255,2008-01-01
2009,"Goias","Setembro",685,2009-01-01
2010,"Goias","Setembro",5.075,2010-01-01
2011,"Goias","Setembro",2.259,2011-01-01
2012,"Goias","Setembro",2.452,2012-01-01
2013,"Goias","Setembro",684,2013-01-01
2014,"Goias","Setembro",1.687,2014-01-01
2015,"Goias","Setembro",2.296,2015-01-01
2016,"Goias","Setembro",1.703,2016-01-01
2017,"Goias","Setembro",3.238,2017-01-01
1998,"Goias","Outubro",1.034,1998-01-01
1999,"Goias","Outubro",743,1999-01-01
2000,"Goias","Outubro",905,2000-01-01
2001,"Goias","Outubro",479,2001-01-01
2002,"Goias","Outubro",1.367,2002-01-01
2003,"Goias","Outubro",1.183,2003-01-01
2004,"Goias","Outubro",1.275,2004-01-01
2005,"Goias","Outubro",1.717,2005-01-01
2006,"Goias","Outubro",178,2006-01-01
2007,"Goias","Outubro",1.195,2007-01-01
2008,"Goias","Outubro",1.231,2008-01-01
2009,"Goias","Outubro",367,2009-01-01
2010,"Goias","Outubro",1.227,2010-01-01
2011,"Goias","Outubro",476,2011-01-01
2012,"Goias","Outubro",1.524,2012-01-01
2013,"Goias","Outubro",606,2013-01-01
2014,"Goias","Outubro",1.947,2014-01-01
2015,"Goias","Outubro",1.807,2015-01-01
2016,"Goias","Outubro",522,2016-01-01
2017,"Goias","Outubro",2.401,2017-01-01
1998,"Goias","Novembro",47,1998-01-01
1999,"Goias","Novembro",110,1999-01-01
2000,"Goias","Novembro",26,2000-01-01
2001,"Goias","Novembro",15,2001-01-01
2002,"Goias","Novembro",192,2002-01-01
2003,"Goias","Novembro",168,2003-01-01
2004,"Goias","Novembro",291,2004-01-01
2005,"Goias","Novembro",144,2005-01-01
2006,"Goias","Novembro",91,2006-01-01
2007,"Goias","Novembro",79,2007-01-01
2008,"Goias","Novembro",90,2008-01-01
2009,"Goias","Novembro",89,2009-01-01
2010,"Goias","Novembro",67,2010-01-01
2011,"Goias","Novembro",59,2011-01-01
2012,"Goias","Novembro",57,2012-01-01
2013,"Goias","Novembro",183,2013-01-01
2014,"Goias","Novembro",181,2014-01-01
2015,"Goias","Novembro",547,2015-01-01
2016,"Goias","Novembro",123,2016-01-01
2017,"Goias","Novembro",117,2017-01-01
1998,"Goias","Dezembro",13,1998-01-01
1999,"Goias","Dezembro",20,1999-01-01
2000,"Goias","Dezembro",6,2000-01-01
2001,"Goias","Dezembro",18,2001-01-01
2002,"Goias","Dezembro",115,2002-01-01
2003,"Goias","Dezembro",129,2003-01-01
2004,"Goias","Dezembro",56,2004-01-01
2005,"Goias","Dezembro",5,2005-01-01
2006,"Goias","Dezembro",7,2006-01-01
2007,"Goias","Dezembro",16,2007-01-01
2008,"Goias","Dezembro",6,2008-01-01
2009,"Goias","Dezembro",39,2009-01-01
2010,"Goias","Dezembro",48,2010-01-01
2011,"Goias","Dezembro",39,2011-01-01
2012,"Goias","Dezembro",93,2012-01-01
2013,"Goias","Dezembro",86,2013-01-01
2014,"Goias","Dezembro",68,2014-01-01
2015,"Goias","Dezembro",179,2015-01-01
2016,"Goias","Dezembro",64,2016-01-01
1998,"Maranhao","Janeiro",0,1998-01-01
1999,"Maranhao","Janeiro",54,1999-01-01
2000,"Maranhao","Janeiro",19,2000-01-01
2001,"Maranhao","Janeiro",29,2001-01-01
2002,"Maranhao","Janeiro",48,2002-01-01
2003,"Maranhao","Janeiro",436,2003-01-01
2004,"Maranhao","Janeiro",241,2004-01-01
2005,"Maranhao","Janeiro",450,2005-01-01
2006,"Maranhao","Janeiro",221,2006-01-01
2007,"Maranhao","Janeiro",428,2007-01-01
2008,"Maranhao","Janeiro",121,2008-01-01
2009,"Maranhao","Janeiro",240,2009-01-01
2010,"Maranhao","Janeiro",319,2010-01-01
2011,"Maranhao","Janeiro",124,2011-01-01
2012,"Maranhao","Janeiro",326,2012-01-01
2013,"Maranhao","Janeiro",209,2013-01-01
2014,"Maranhao","Janeiro",195,2014-01-01
2015,"Maranhao","Janeiro",494,2015-01-01
2016,"Maranhao","Janeiro",412,2016-01-01
2017,"Maranhao","Janeiro",187,2017-01-01
1998,"Maranhao","Fevereiro",0,1998-01-01
1999,"Maranhao","Fevereiro",6,1999-01-01
2000,"Maranhao","Fevereiro",11,2000-01-01
2001,"Maranhao","Fevereiro",1,2001-01-01
2002,"Maranhao","Fevereiro",116,2002-01-01
2003,"Maranhao","Fevereiro",11,2003-01-01
2004,"Maranhao","Fevereiro",22,2004-01-01
2005,"Maranhao","Fevereiro",56,2005-01-01
2006,"Maranhao","Fevereiro",22,2006-01-01
2007,"Maranhao","Fevereiro",13,2007-01-01
2008,"Maranhao","Fevereiro",45,2008-01-01
2009,"Maranhao","Fevereiro",20,2009-01-01
2010,"Maranhao","Fevereiro",93,2010-01-01
2011,"Maranhao","Fevereiro",9,2011-01-01
2012,"Maranhao","Fevereiro",46,2012-01-01
2013,"Maranhao","Fevereiro",62,2013-01-01
2014,"Maranhao","Fevereiro",29,2014-01-01
2015,"Maranhao","Fevereiro",95,2015-01-01
2016,"Maranhao","Fevereiro",318,2016-01-01
2017,"Maranhao","Fevereiro",47,2017-01-01
1998,"Maranhao","Março",0,1998-01-01
1999,"Maranhao","Março",17,1999-01-01
2000,"Maranhao","Março",6,2000-01-01
2001,"Maranhao","Março",0,2001-01-01
2002,"Maranhao","Março",16,2002-01-01
2003,"Maranhao","Março",16,2003-01-01
2004,"Maranhao","Março",18,2004-01-01
2005,"Maranhao","Março",9,2005-01-01
2006,"Maranhao","Março",14,2006-01-01
2007,"Maranhao","Março",52,2007-01-01
2008,"Maranhao","Março",4,2008-01-01
2009,"Maranhao","Março",33,2009-01-01
2010,"Maranhao","Março",82,2010-01-01
2011,"Maranhao","Março",22,2011-01-01
2012,"Maranhao","Março",49,2012-01-01
2013,"Maranhao","Março",30,2013-01-01
2014,"Maranhao","Março",59,2014-01-01
2015,"Maranhao","Março",53,2015-01-01
2016,"Maranhao","Março",113,2016-01-01
2017,"Maranhao","Março",32,2017-01-01
1998,"Maranhao","Abril",0,1998-01-01
1999,"Maranhao","Abril",4,1999-01-01
2000,"Maranhao","Abril",6,2000-01-01
2001,"Maranhao","Abril",2,2001-01-01
2002,"Maranhao","Abril",28,2002-01-01
2003,"Maranhao","Abril",79,2003-01-01
2004,"Maranhao","Abril",44,2004-01-01
2005,"Maranhao","Abril",43,2005-01-01
2006,"Maranhao","Abril",9,2006-01-01
2007,"Maranhao","Abril",5,2007-01-01
2008,"Maranhao","Abril",26,2008-01-01
2009,"Maranhao","Abril",14,2009-01-01
2010,"Maranhao","Abril",128,2010-01-01
2011,"Maranhao","Abril",37,2011-01-01
2012,"Maranhao","Abril",97,2012-01-01
2013,"Maranhao","Abril",62,2013-01-01
2014,"Maranhao","Abril",78,2014-01-01
2015,"Maranhao","Abril",119,2015-01-01
2016,"Maranhao","Abril",113,2016-01-01
2017,"Maranhao","Abril",91,2017-01-01
1998,"Maranhao","Maio",0,1998-01-01
1999,"Maranhao","Maio",3,1999-01-01
2000,"Maranhao","Maio",28,2000-01-01
2001,"Maranhao","Maio",21,2001-01-01
2002,"Maranhao","Maio",71,2002-01-01
2003,"Maranhao","Maio",60,2003-01-01
2004,"Maranhao","Maio",145,2004-01-01
2005,"Maranhao","Maio",74,2005-01-01
2006,"Maranhao","Maio",5,2006-01-01
2007,"Maranhao","Maio",73,2007-01-01
2008,"Maranhao","Maio",26,2008-01-01
2009,"Maranhao","Maio",19,2009-01-01
2010,"Maranhao","Maio",273,2010-01-01
2011,"Maranhao","Maio",73,2011-01-01
2012,"Maranhao","Maio",286,2012-01-01
2013,"Maranhao","Maio",100,2013-01-01
2014,"Maranhao","Maio",148,2014-01-01
2015,"Maranhao","Maio",194,2015-01-01
2016,"Maranhao","Maio",206,2016-01-01
2017,"Maranhao","Maio",142,2017-01-01
1998,"Maranhao","Junho",78,1998-01-01
1999,"Maranhao","Junho",32,1999-01-01
2000,"Maranhao","Junho",94,2000-01-01
2001,"Maranhao","Junho",100,2001-01-01
2002,"Maranhao","Junho",230,2002-01-01
2003,"Maranhao","Junho",338,2003-01-01
2004,"Maranhao","Junho",706,2004-01-01
2005,"Maranhao","Junho",529,2005-01-01
2006,"Maranhao","Junho",131,2006-01-01
2007,"Maranhao","Junho",515,2007-01-01
2008,"Maranhao","Junho",235,2008-01-01
2009,"Maranhao","Junho",279,2009-01-01
2010,"Maranhao","Junho",494,2010-01-01
2011,"Maranhao","Junho",602,2011-01-01
2012,"Maranhao","Junho",915,2012-01-01
2013,"Maranhao","Junho",498,2013-01-01
2014,"Maranhao","Junho",812,2014-01-01
2015,"Maranhao","Junho",887,2015-01-01
2016,"Maranhao","Junho",709,2016-01-01
2017,"Maranhao","Junho",885,2017-01-01
1998,"Maranhao","Julho",274,1998-01-01
1999,"Maranhao","Julho",258,1999-01-01
2000,"Maranhao","Julho",233,2000-01-01
2001,"Maranhao","Julho",549,2001-01-01
2002,"Maranhao","Julho",1.271,2002-01-01
2003,"Maranhao","Julho",1.103,2003-01-01
2004,"Maranhao","Julho",1.366,2004-01-01
2005,"Maranhao","Julho",1.152,2005-01-01
2006,"Maranhao","Julho",512,2006-01-01
2007,"Maranhao","Julho",1.205,2007-01-01
2008,"Maranhao","Julho",502,2008-01-01
2009,"Maranhao","Julho",972,2009-01-01
2010,"Maranhao","Julho",2.323,2010-01-01
2011,"Maranhao","Julho",1.024,2011-01-01
2012,"Maranhao","Julho",3.548,2012-01-01
2013,"Maranhao","Julho",1.111,2013-01-01
2014,"Maranhao","Julho",2.068,2014-01-01
2015,"Maranhao","Julho",1.642,2015-01-01
2016,"Maranhao","Julho",2.096,2016-01-01
2017,"Maranhao","Julho",2.521,2017-01-01
1998,"Maranhao","Agosto",1.176,1998-01-01
1999,"Maranhao","Agosto",895,1999-01-01
2000,"Maranhao","Agosto",839,2000-01-01
2001,"Maranhao","Agosto",2.037,2001-01-01
2002,"Maranhao","Agosto",3.481,2002-01-01
2003,"Maranhao","Agosto",2.023,2003-01-01
2004,"Maranhao","Agosto",1.889,2004-01-01
2005,"Maranhao","Agosto",2.239,2005-01-01
2006,"Maranhao","Agosto",1.382,2006-01-01
2007,"Maranhao","Agosto",8.409,2007-01-01
2008,"Maranhao","Agosto",713,2008-01-01
2009,"Maranhao","Agosto",1.766,2009-01-01
2010,"Maranhao","Agosto",6.353,2010-01-01
2011,"Maranhao","Agosto",2.138,2011-01-01
2012,"Maranhao","Agosto",10.395,2012-01-01
2013,"Maranhao","Agosto",2.098,2013-01-01
2014,"Maranhao","Agosto",5.592,2014-01-01
2015,"Maranhao","Agosto",5.428,2015-01-01
2016,"Maranhao","Agosto",3.723,2016-01-01
2017,"Maranhao","Agosto",3.875,2017-01-01
1998,"Maranhao","Setembro",3.935,1998-01-01
1999,"Maranhao","Setembro",1.739,1999-01-01
2000,"Maranhao","Setembro",1.365,2000-01-01
2001,"Maranhao","Setembro",4.618,2001-01-01
2002,"Maranhao","Setembro",3.181,2002-01-01
2003,"Maranhao","Setembro",5.878,2003-01-01
2004,"Maranhao","Setembro",4.673,2004-01-01
2005,"Maranhao","Setembro",6.292,2005-01-01
2006,"Maranhao","Setembro",2.907,2006-01-01
2007,"Maranhao","Setembro",8.524,2007-01-01
2008,"Maranhao","Setembro",2.761,2008-01-01
2009,"Maranhao","Setembro",2.404,2009-01-01
2010,"Maranhao","Setembro",9.795,2010-01-01
2011,"Maranhao","Setembro",4.632,2011-01-01
2012,"Maranhao","Setembro",7.626,2012-01-01
2013,"Maranhao","Setembro",3.88,2013-01-01
2014,"Maranhao","Setembro",4.373,2014-01-01
2015,"Maranhao","Setembro",6.423,2015-01-01
2016,"Maranhao","Setembro",3.166,2016-01-01
2017,"Maranhao","Setembro",14.825,2017-01-01
1998,"Maranhao","Outubro",5.137,1998-01-01
1999,"Maranhao","Outubro",3.208,1999-01-01
2000,"Maranhao","Outubro",2.654,2000-01-01
2001,"Maranhao","Outubro",6.661,2001-01-01
2002,"Maranhao","Outubro",5.182,2002-01-01
2003,"Maranhao","Outubro",6.085,2003-01-01
2004,"Maranhao","Outubro",3.604,2004-01-01
2005,"Maranhao","Outubro",6.472,2005-01-01
2006,"Maranhao","Outubro",3.024,2006-01-01
2007,"Maranhao","Outubro",4.772,2007-01-01
2008,"Maranhao","Outubro",3.498,2008-01-01
2009,"Maranhao","Outubro",1.861,2009-01-01
2010,"Maranhao","Outubro",3.228,2010-01-01
2011,"Maranhao","Outubro",2.404,2011-01-01
2012,"Maranhao","Outubro",5,2012-01-01
2013,"Maranhao","Outubro",2.918,2013-01-01
2014,"Maranhao","Outubro",5.812,2014-01-01
2015,"Maranhao","Outubro",6.746,2015-01-01
2016,"Maranhao","Outubro",5.351,2016-01-01
2017,"Maranhao","Outubro",6.011,2017-01-01
1998,"Maranhao","Novembro",2.237,1998-01-01
1999,"Maranhao","Novembro",1.494,1999-01-01
2000,"Maranhao","Novembro",2.267,2000-01-01
2001,"Maranhao","Novembro",3.525,2001-01-01
2002,"Maranhao","Novembro",5.83,2002-01-01
2003,"Maranhao","Novembro",4.929,2003-01-01
2004,"Maranhao","Novembro",6.398,2004-01-01
2005,"Maranhao","Novembro",4.769,2005-01-01
2006,"Maranhao","Novembro",2.004,2006-01-01
2007,"Maranhao","Novembro",2.297,2007-01-01
2008,"Maranhao","Novembro",2.331,2008-01-01
2009,"Maranhao","Novembro",5,2009-01-01
2010,"Maranhao","Novembro",4.005,2010-01-01
2011,"Maranhao","Novembro",2.261,2011-01-01
2012,"Maranhao","Novembro",2.01,2012-01-01
2013,"Maranhao","Novembro",2.529,2013-01-01
2014,"Maranhao","Novembro",3.869,2014-01-01
2015,"Maranhao","Novembro",4.35,2015-01-01
2016,"Maranhao","Novembro",3.982,2016-01-01
